疾病分類,疾病名稱,症狀,併發症,危險族群,科別,部位
婦產,卵巢炎,"腹痛,腰痛,陰道分泌物增加,畏寒,發燒,陰道出血,腹瀉,頻尿,食慾不振,噁心,嘔吐,腹脹,月經失調","不孕,子宮外孕,廣泛性腹膜炎,敗血症,感染性休克,輸卵管炎","性工作者。,性伴侶較多或性生活頻繁的女性。,15~40歲的女性。,未生產過的女性。,施行流產手術或子宮手術的患者。,有裝子宮內避孕器的女性。",婦產科,卵巢
婦產,陰道炎,"陰道搔癢感,陰道刺痛感,陰道灼熱感,陰道分泌物增加,頻尿,性交疼痛,腹痛,排尿疼痛,陰道出血,分泌物惡臭,陰道紅腫","子宮頸炎,骨盆腔炎,早產,子宮內膜炎,膀胱炎,尿道炎","性工作者、多重性伴侶或性生活頻繁的女性。,長期服用抗生素、類固醇、口服避孕藥的人。,有抽煙習慣的女性。,血糖控制不佳的糖尿病病患。,後天免疫功能不全或免疫功能低下患者。,懷孕婦女。,使用子宮避孕器的婦女。,沐浴時用水或清潔劑不當灌洗陰道者。,習慣使用護墊或穿著不透氣緊身褲、牛仔褲或褲襪的女性。","婦產科,泌尿科",陰道
婦產,子宮內膜息肉,"陰道出血,不正常月經出血,性交後出血,經痛,陰道分泌物增加,下腹部墜痛感,分泌物惡臭,停經後出血,經血量過多,經期增長","流產,不孕,月經失調","30~60歲的婦女，又以40~50歲的女性發生率最高。,有子宮內膜息肉病史者。,罹患多囊性卵巢症候群的女性。,罹患子宮內膜炎的女性，因受到長期發炎的刺激，也較易形成息肉。,長期接受女性荷爾蒙補充療法者。,肥胖（BMI>30）女性。因脂肪細胞為性荷爾蒙的來源之一，而肥胖者脂肪組織較多，容易擾亂身體荷爾蒙的平衡。",婦產科,子宮
婦產,子宮肌瘤,"子宮異常出血,經血過多,貧血,疲勞,經痛,經期延長,月經量增加,月經有血塊,便秘,脹氣,頻尿,小便滯留,失禁,慢性骨盆腔疼痛,下肢水腫,靜脈曲張,腹痛,腰痠,輸卵管水腫","早期流產,重複性流產,不孕,子宮外孕,早產,羊膜早期破水,胎盤剝離,前置胎盤,胎兒胎位不正,阻擋孕婦產道","30~50歲的育齡婦女，又以40~50歲的發病率最高。,肥胖女性因的體內脂肪組織所產生的雌激素較多，容易使子宮肌瘤增生。,有子宮肌瘤家族病史者。,早發初經和晚停經的女性。因雌激素的暴露增加，會提高子宮肌瘤的發生率。",婦產科,子宮
婦產,乳癌,"乳房腫塊,乳腺疼痛,乳頭出血,乳頭凹陷,乳房外型改變,乳房皮膚呈橘皮組織,乳房紅腫,乳房潰爛,腋下淋巴腺腫大,不正常乳頭分泌物",癌細胞轉移（肺臟、肝臟、骨骼等）,"40~50歲的婦女。,家族有乳癌病史的女性。,胸部曾接受放射治療者。,未曾生育或30歲以上才生第一胎者。,初經較早（11歲以下）或停經較晚（55歲以後）者。,曾患良性乳房腫瘤者。,未曾哺乳者。,長期使用賀爾蒙補充劑者。","血液腫瘤科,一般外科,整形外科",乳房
婦產,子宮頸癌,"陰道出血,分泌物增多",癌細胞轉移（骨盆腔、腎臟、膀胱、直腸、肺臟、肝臟、骨骼、腦部等）,"40~50歲的婦女。,多重性伴侶者。,太年輕發生性經驗者。,性傳染病史者。,吸菸婦女，得子宮頸癌機率愈高。","血液腫瘤科,婦產科",子宮
婦產,卵巢癌,"便秘,腹瀉,腹部疼痛,腹部腫脹,噁心,脹氣,體重減輕,下肢水腫,外陰水腫,月經失調,陰道出血,頻尿,排尿困難,腰部疼痛","癌細胞轉移（子宮、輸卵管、結腸、小腸、肺臟、肝臟、骨頭等）,腹部積水","40歲至70歲的女性。,有卵巢癌或乳癌家族病史者。,不孕、無生育經驗的女性。","血液腫瘤科,婦產科",卵巢
婦產,妊娠糖尿病,"多吃,多喝,多尿,疲倦","糖尿病,流產,早產,難產,妊娠高血壓,羊水過多,酮酸中毒,水腫,急性腎盂炎,胎兒先天畸形,死胎,巨嬰症,新生兒呼吸窘迫症候群,新生兒低血糖症,新生兒黃疸症,新生兒紅血球過多症","體重增加太快的孕婦。,有糖尿病家族病史的孕婦。,肥胖的女性。,曾產下嬰兒體重超過4000公克的孕婦。,曾產下死胎或先天畸形嬰兒的孕婦。,34歲以上的高齡產婦。",婦產科,胰;胰島素
婦產,卵巢囊腫,"腹痛,腹部腫脹,經痛,月經失調,陰道分泌物增加,陰道出血,腹瀉,食慾不振,噁心,嘔吐,發燒","腹腔出血,休克,不孕,腹膜炎,月經失調,卵巢癌,不易排卵","20~50歲的女性。,有卵巢腫瘤家族病史的婦女。",婦產科,卵巢
婦產,卵巢囊腫破裂,"急性腹痛,噁心,嘔吐,胃痛,腹瀉,陰道出血,腹腔積血","出血性休克,死亡","值生育年齡的女性，又以14~30歲的年輕族群最為常見。,月經來潮前1~2周為黃體充血期，女性此時若有激烈性行為，或腹部受到強力擠壓，容易使卵巢囊腫發生破裂，導致內出血。",婦產科,卵巢
婦產,子宮腺肌症,"子宮腫大,經痛,經血量多,性交疼痛",不孕症,"30～50歲，接近更年期的婦女,未經歷懷孕過程之女性",婦產科,生殖
婦產,乳腺炎,"乳房硬塊,乳房局部紅腫／熱痛,結節,腋下淋巴腫大,發燒,畏寒,肌肉酸痛,肌肉無力","乳腺膿瘍,乳汁淤積,敗血症","泌乳、哺乳期女性,內衣過緊者,有乳腺炎病史者,哺乳姿勢不當者",一般外科、乳房外科,胸部
婦產,乳房纖維囊腫,"乳房在月經前會覺得有邊界不明腫塊,常合併疼痛，大部分月經過後疼痛減",null,null,乳房外科、婦產科、一般外科,胸部
婦產,骨盆腔炎,"下腹痛,發燒,頻尿,腰痠,陰道分泌物增加,心跳加速,噁心","腹膜炎,敗血性休克","性行為發生過早者,經期間發生性行為者,性行為過於頻繁者,多重性伴侶者,接受親入性治療或檢查者",婦產科,"子宮,輸卵管,卵巢"
婦產,陰道痙攣,"心慌,心悸,噁心,出汗,陰道痙攣,陰道疼痛,緊張,焦慮,恐懼",性交疼痛,"曾遭受過性傷害、性虐待等性暴力傷害的女性。,曾流產過的女性。,外陰部和陰道有創傷史的女性。,缺乏性知識或接受錯誤性教育的女性。,初次性行為有過疼痛、不愉快經驗的女性。","婦產科,身心精神科",心理
婦產,月經失調,"經痛,停經,經期不規律,月經過多,月經過少,無月經,經期過長,經期過短","多囊性卵巢症候群,經前症候群,早發性停經,早發性卵巢衰弱,子宮內膜癌","更年期後的婦女。,產後婦女。,肥胖婦女。",婦產科,子宮
婦產,子宮頸息肉,"陰道分泌物增加,分泌物帶血,陰道出血,分泌物惡臭,性行為後出血,排便異常出血,經期不正常出血,經血量過多,經期增長","子宮頸癌,子宮頸糜爛,不孕","30~50歲的婦女。,已婚女性。,自然生產或手術等導致子宮頸裂傷的婦女。,有子宮頸息肉病史者。,長期罹患子宮頸炎的女性。",婦產科,"子宮頸,陰道"
婦產,子宮內膜癌,"停經後出血,異常子宮出血,腹部疼痛,月經不規則,子宮積膿,貧血",癌細胞轉移（卵巢、直腸、膀胱、肺臟、肝臟、腦部等）,"不孕症或停經後的婦女。,初經較早或停經較晚的女性。,從未生育過或月經不規則的女性。,家族病史有子宮內膜癌、乳癌、大腸直腸癌及卵巢癌的女性，罹患子宮內膜癌的機率也會愈高。,糖尿病、高血壓患者。","血液腫瘤科,婦產科",子宮
婦產,卵巢過度刺激症候群,"腹脹,下腹痛,噁心,嘔吐,腹瀉,卵巢腫大,呼吸困難,易喘,寡尿,易口渴","腹水,肋膜積水,血液濃稠度增加,低血容性休克,凝血機能異常,腎功能受損,成人呼吸窘迫症候群,瀰漫性凝血反應,血栓,四肢水腫","35歲以下之瘦小婦女,多囊性卵巢症候群婦女,卵泡數大於15個以上者,血清雌激素過高者,懷孕者（多胞胎者更甚）",婦科、生殖醫學科,卵巢
婦產,子宮頸糜爛,"陰道分泌物增加,陰道出血,分泌物惡臭,陰部搔癢疼痛","子宮內膜炎,骨盆腔炎,子宮頸息肉,不孕","生育年齡的婦女。,懷孕或長期服用避孕藥的女性，因血中的動情激素濃度升高，造成子宮充血，而出現類似糜爛的現象。,自然生產或手術造成子宮頸損傷者。,多重性伴侶或性生活過度頻繁者。",婦產科,"子宮頸,陰道"
婦產,多囊性卵巢症候群,"月經紊亂,月經稀少,閉經,無排卵性月經,子宮不正常出血,肥胖,體毛過多,長鬍子,青春痘,皮脂旺盛,雄性禿,掉髮,代謝異常,卵巢濾泡數過多","子宮內膜增生,子宮內膜癌,高血壓,心肌梗塞,高血脂,糖尿病,妊娠期糖尿病,羊水過多,憂鬱症,焦慮症,不孕症,流產,黑色棘皮病","肥胖（BMI值>=27）女性。脂肪細胞會分泌一種雌激素，使大腦受到混淆。越肥胖干擾卵巢荷爾蒙分泌的程度也越高。,值生育年齡的婦女。,年輕女孩若有陰毛早熟、性早熟疾病史者，較易罹患此病。,因家族遺傳或基因突變，導致身體對胰島素產生阻抗的女性。,飲食方面，習慣攝取高熱量食物的女性。,母親若罹患多囊性卵巢症候群，女兒也較易有多囊性卵巢的型態。,長期暴露在內分泌干擾物質的環境中。如塑化劑或其它環境荷爾蒙。","婦產科,代謝內分泌科",卵巢
婦產,輸卵管積水,"輸卵管水腫,陰道分泌物增多,腹痛,不孕","早期流產,子宮外孕","患有子宮內膜異位症、骨盆腔發炎、子宮內膜異位瘤（巧克力囊腫）、子宮肌瘤及曾子宮外孕的女性。,性行為過早的未成年女性。因其生殖器官尚未發育成熟，較易感染披衣菌導致骨盆腔發炎，導致輸卵管阻塞、引起水腫。,多重性伴侶或性生活活躍者，較易感染披衣菌性病，導致輸卵管黏膜被破壞、引起水腫。,接受剖腹產或人工流產手術等可能造成子宮感染的女性。,裝置避孕器的女性。細菌可能沿著避孕器進入體內，造成子宮和輸卵管感染，引起發炎。",婦產科,輸卵管
婦產,早發性卵巢衰竭,"月經減少,月經週期異常,閉經,臉潮紅,夜間盜汗,疲倦,心悸,情緒低落,皮膚乾燥,失眠,陰道乾澀,性交疼痛,停經","骨質疏鬆症,骨折,缺血性心臟病,腦血管病變,脂質代謝紊亂,不孕症","有卵巢早衰家族史者。,曾接受卵巢切除手術、化學治療或放射線治療等，導致卵巢功能受損害者。,家族成員或本身有自體免疫疾病者。,月經週期異常（通常是變短），或患有子宮內膜異位症者。,女性吸煙，會影響卵巢功能，導致提早停經。",婦產科、一般外科、乳房外科,卵巢
婦產,子宮惡性肉瘤,"異常出血,停經後出血,陰道分泌物,陰道腫塊,腹部疼痛,腹部飽脹感","癌細胞轉移,肺部遠端轉移","子宮內膜基質惡性肉瘤45～50 歲女性,平滑肌惡性肉瘤43～53 歲女性,癌惡性肉瘤(惡性苗勒氏混合腫瘤) 60～70歲女性",婦產科,生殖
婦產,乳管擴張,"乳房（乳暈）疼痛,乳頭濃稠分泌物,乳頭凹陷,乳房腫塊","乳房膿瘍,乳房廔管","45-55歲更年期之女性,有吸菸習慣之婦女",乳房外科、一般外科,胸部
肝膽腸胃,大腸直腸癌（大腸癌）,"血便,排便習慣改變,腹痛,體重減輕,貧血,腹瀉,便祕,黏液便,容易疲倦","腸阻塞,腸穿孔,癌細胞轉移","50歲以上者 (台灣大腸直腸癌最好發的年齡是65-75歲),家族大腸直腸癌病史者,愛吃肉者,有腸道發炎病史者,克隆氏症患者",血液腫瘤科、肝膽胃腸科、大腸直腸外科,大腸、直腸
肝膽腸胃,痔瘡,"肛門搔癢,肛門疼痛,解便出現鮮血,肛門燒灼感,便意感,脫肛（痔瘡脫出）",貧血,"經常久站的行業，如超商店員、老師、理髮師等。,長期生活習慣不佳者，如嗜吃辛辣食物、過度飲酒、經常熬夜等。,肥胖、缺乏運動者。,長期便秘者。,懷孕婦女。,甲狀腺疾病患者，可能因腸胃蠕動不佳容易便祕。",大腸直腸外科,肛門管黏膜下層
肝膽腸胃,B型肝炎（B肝）,"黃疸,胃腸不適,食慾不振,倦怠,全身無力,噁心,嘔吐,腹部疼痛,腹部腫脹,腹水,發燒,紅疹","慢性肝炎,肝硬化,猛爆性肝炎,肝癌","母親是B型肝炎帶原者的新生兒。,長期酗酒者。",胃腸肝膽科,肝
肝膽腸胃,C型肝炎（C肝）,"黃疸,胃腸不適,食慾不振,腹部疼痛,腹部腫脹,腹水,發燒,紅疹","慢性肝炎,肝硬化,猛爆性肝炎,肝癌","長期酗酒者。,注射藥癮者。,洗腎患者。,血友病患者，需多次輸血者。",胃腸肝膽科,肝
肝膽腸胃,胃潰瘍,"上腹部不適,上腹部疼痛或悶痛,吐血,吐黑色物質,解黑便,頭暈,休克,嚴重腹痛,發燒,嘔吐,腹脹,吃少量食物就飽脹,便秘,胃食道逆流","消化道出血,胃下垂,胃穿孔,胃癌","家族病史：胃潰瘍病史。,飲食習慣：三餐不定時、暴飲暴食。,食物選擇：常食用高油脂、刺激性食物，空腹食用高油脂或刺激性食物。,飲酒過量：長期飲酒、吸菸、吃檳榔。,藥物使用：長期服用消炎止痛、阿斯匹林、類固醇等。,精神壓力：過度憂慮、焦慮緊張等。,幽門螺旋桿菌：幽門螺旋桿菌會破壞胃粘膜表皮細胞，易導致胃發炎、胃潰瘍、十二指腸潰瘍、胃癌。",胃腸肝膽科、家醫科,胃、食道、十二指腸
肝膽腸胃,胃癌,"上腹部不適,胃痛,泛酸,噯氣,食慾減退,噁心,胃脘部灼熱,腹瀉,黑便,體重減輕","癌細胞轉移（肺臟、肝臟、腦部、骨骼、胰臟、大網膜、橫結腸、肝臟、橫膈、脾臟、食道、十二指腸）,惡性腹水,腸道阻塞","中年以後男性，50歲男性為好發族群，男女比例約為1.7：1。,家族病史有胃癌者。","血液腫瘤科,胃腸肝膽科",胃
肝膽腸胃,A型肝炎（A肝）,"發燒,出汗,畏寒,肌肉酸痛,食慾不振,噁心,嘔吐,茶色尿,腹部腫脹","急性肝炎,黃疸,猛爆性肝炎",null,胃腸肝膽科,肝
肝膽腸胃,胃食道逆流,"溢酸,打嗝,噁心,胸痛,胸部灼熱感,心口灼熱感,胸悶,嘔酸水,咳嗽,腹脹,咽喉痛,聲音沙啞,喉部異物感,呼吸困難,氣喘,口臭,耳痛","食道糜爛,食道潰瘍,食道炎,咽喉炎,氣管炎,巴雷特氏食道,瀰漫性食道痙攣,食道癌,消化性潰瘍","45~60歲的人。,肥胖者。,消化性潰瘍患者。,懷孕的婦女。,長期酗酒者。,精神、工作壓力大者。",胃腸肝膽科,"胃,食道"
肝膽腸胃,龐貝氏症,"四肢活動力差,頭部控制力差,心臟肥大,肝臟腫大,舌頭肥大,呼吸困難,呼吸系統受損,逐漸肌肉無力,行動時感到疲憊,心臟受損,呼吸短促,睡眠中呼吸暫停症候群,嗜睡,早晨性頭痛",─,罹病關鍵來自父母的基因。若父母雙方都是帶因者，生下的子女有25%的機率罹患龐貝氏症。,"需要跨科醫療含(小兒與成人)：,遺傳科,神經科,心臟科,胸腔科,胃腸肝膽科,骨科,復健科,耳鼻喉科",肌肉，不同部位的肌肉功能會因為疾病而逐漸退化。
肝膽腸胃,猛爆性肝炎,"黃疸,噁心,嘔吐,食慾不振,倦怠,茶色尿,吐血,血便,肝性腦病變","肝性腦病變,腦水腫,腎衰竭,呼吸衰竭","A型肝炎、B型肝炎、E型肝炎、藥物性肝炎等。,長期酗酒者。",胃腸肝膽科,肝
